,Date,Ticker,Price,stock_p_change,Status
4099,10/22/2014,HOG,57.33,-20.74,0
4100,11/25/2014,HOG,63.96,-26.56,0
4101,12/12/2014,HOG,61.73,-23.91,0
4102,12/31/2014,HOG,61.26,-29.55,0
4103,10/22/2015,HOG,45.44,20.77,1
4104,11/25/2015,HOG,46.97,21.57,1
4105,12/14/2015,HOG,43.29,37.33,1
4106,12/31/2015,HOG,43.16,32.37,1
4107,10/21/2016,HOG,54.88,-12.5,0
4108,11/25/2016,HOG,58.57,-18.59,0
4109,12/13/2016,HOG,59.45,-14.2,0
4110,12/30/2016,HOG,57.13,-10.24,0
4111,10/23/2017,HOG,48.51,5.71,1
4112,11/28/2017,HOG,49.25,4.12,0
4113,12/14/2017,HOG,50.02,2.52,0
4114,12/12/2013,HON,79.86,13.34,1
4115,12/31/2013,HON,84.56,11.54,1
4116,10/22/2014,HON,85.59,14.8,1
4117,11/25/2014,HON,93.34,6.97,1
4118,12/12/2014,HON,90.51,10.32,1
4119,12/31/2014,HON,94.32,5.8,1
4120,10/22/2015,HON,98.26,8.57,1
4121,11/25/2015,HON,99.85,10.69,1
4122,12/14/2015,HON,95.37,21.96,1
4123,12/31/2015,HON,99.79,14.34,1
4124,10/21/2016,HON,106.68,34.46,1
4125,11/25/2016,HON,112.45,32.49,1
4126,12/13/2016,HON,116.31,33.95,1
4127,12/30/2016,HON,114.1,34.93,1
4128,10/23/2017,HON,145.92,5.5,1
4129,11/28/2017,HON,152.76,0.78,0
4130,12/14/2017,HON,153.23,0.47,0
4131,12/12/2013,HOT,67.91,12.27,1
4132,12/31/2013,HOT,73.64,6.31,1
4133,10/22/2014,HOT,75.17,-8.81,0
4134,11/25/2014,HOT,74.59,-4.95,0
4135,12/12/2014,HOT,76.24,-7.0,0
4136,12/31/2014,HOT,78.29,-12.85,0
4137,10/22/2015,HOT,68.55,,0
4138,11/25/2015,HOT,70.9,,0
4139,12/14/2015,HOT,66.6,,0
4140,12/31/2015,HOT,68.23,,0
4141,10/21/2016,HOT,,,0
4142,11/25/2016,HOT,,,0
4143,12/13/2016,HOT,,,0
4144,12/30/2016,HOT,,,0
4145,10/23/2017,HOT,,,0
4146,11/28/2017,HOT,,,0
4147,12/14/2017,HOT,,,0
4148,12/12/2013,HOV,5.28,-18.37,0
4149,12/31/2013,HOV,6.62,-37.61,0
4150,10/22/2014,HOV,3.8,-41.58,0
4151,11/25/2014,HOV,4.31,-58.47,0
4152,12/12/2014,HOV,4.31,-58.47,0
4153,12/31/2014,HOV,4.13,-56.17,0
4154,10/22/2015,HOV,2.22,-27.03,0
4155,11/25/2015,HOV,1.79,2.79,0
4156,12/14/2015,HOV,1.56,71.79,1
4157,12/31/2015,HOV,1.81,50.83,1
4158,10/21/2016,HOV,1.62,41.36,1
4159,11/25/2016,HOV,2.0,37.5,1
4160,12/13/2016,HOV,2.68,-8.21,0
4161,12/30/2016,HOV,2.73,7.33,1
4162,10/23/2017,HOV,2.27,29.07,1
4163,11/28/2017,HOV,2.84,3.17,0
4164,12/14/2017,HOV,2.42,21.07,1
4165,12/12/2013,HP,68.24,-22.27,0
4166,12/31/2013,HP,71.89,-17.57,0
4167,10/22/2014,HP,74.95,-31.43,0
4168,11/25/2014,HP,69.87,-23.24,0
4169,12/12/2014,HP,53.04,1.11,0
4170,12/31/2014,HP,59.26,-17.14,0
4171,10/22/2015,HP,51.39,23.12,1
4172,11/25/2015,HP,53.63,24.04,1
4173,12/14/2015,HP,47.64,68.6,1
4174,12/31/2015,HP,49.1,51.71,1
4175,10/21/2016,HP,63.27,-19.08,0
4176,11/25/2016,HP,66.98,-15.48,0
4177,12/13/2016,HP,80.32,-27.89,0
4178,12/30/2016,HP,74.49,-12.78,0
4179,10/23/2017,HP,52.04,24.85,1
4180,11/28/2017,HP,56.47,15.05,1
4181,12/14/2017,HP,56.78,14.42,1
4182,12/12/2013,HPQ,10.89,45.45,1
4183,12/31/2013,HPQ,11.45,46.03,1
4184,10/22/2014,HPQ,14.31,-14.81,0
4185,11/25/2014,HPQ,15.61,-24.47,0
4186,12/12/2014,HPQ,15.84,-25.57,0
4187,12/31/2014,HPQ,16.72,-33.25,0
4188,10/22/2015,HPQ,12.19,9.84,1
4189,11/25/2015,HPQ,11.79,31.64,1
4190,12/14/2015,HPQ,11.46,35.08,1
4191,12/31/2015,HPQ,11.16,30.11,1
4192,10/21/2016,HPQ,13.39,62.21,1
4193,11/25/2016,HPQ,14.73,44.87,1
4194,12/13/2016,HPQ,15.48,34.69,1
4195,12/30/2016,HPQ,14.52,46.49,1
4196,10/23/2017,HPQ,22.12,-3.84,0
4197,11/28/2017,HPQ,21.66,-1.8,0
4198,12/14/2017,HPQ,20.74,2.56,0
4199,12/12/2013,HRB,25.19,16.4,1
4200,12/31/2013,HRB,25.99,18.89,1
4201,10/22/2014,HRB,27.6,20.25,1
4202,11/25/2014,HRB,30.51,13.14,1
4203,12/12/2014,HRB,29.32,17.74,1
4204,12/31/2014,HRB,30.9,1.29,0
4205,10/22/2015,HRB,33.19,-32.03,0
4206,11/25/2015,HRB,34.52,-35.02,0
4207,12/14/2015,HRB,30.84,-26.56,0
4208,12/31/2015,HRB,31.3,-28.43,0
4209,10/21/2016,HRB,22.56,10.99,1
4210,11/25/2016,HRB,23.13,11.76,1
4211,12/13/2016,HRB,22.65,20.57,1
4212,12/30/2016,HRB,22.4,18.08,1
4213,10/23/2017,HRB,26.25,0.76,0
4214,11/28/2017,HRB,25.55,3.52,0
4215,12/14/2017,HRB,26.89,-1.64,0
4216,12/12/2013,HRL,20.8,16.2,1
4217,12/31/2013,HRL,21.07,17.28,1
4218,10/22/2014,HRL,24.92,32.62,1
4219,11/25/2014,HRL,24.34,45.81,1
4220,12/12/2014,HRL,24.17,46.83,1
4221,12/31/2014,HRL,24.71,54.43,1
4222,10/22/2015,HRL,33.05,11.8,1
4223,11/25/2015,HRL,35.49,-3.55,0
4224,12/14/2015,HRL,37.63,-9.25,0
4225,12/31/2015,HRL,38.16,-10.64,0
4226,10/21/2016,HRL,36.95,-15.64,0
4227,11/25/2016,HRL,35.13,-2.45,0
4228,12/13/2016,HRL,34.15,8.7,1
4229,12/30/2016,HRL,34.1,7.3,1
4230,10/23/2017,HRL,30.43,20.24,1
4231,11/28/2017,HRL,34.59,5.78,1
4232,12/14/2017,HRL,36.62,-0.08,0
4233,12/12/2013,HRS,59.9,8.41,1
4234,12/31/2013,HRS,64.01,5.41,1
4235,10/22/2014,HRS,61.61,18.08,1
4236,11/25/2014,HRS,67.5,18.33,1
4237,12/12/2014,HRS,64.94,22.99,1
4238,12/31/2014,HRS,67.47,24.06,1
4239,10/22/2015,HRS,72.75,22.09,1
4240,11/25/2015,HRS,79.87,28.26,1
4241,12/14/2015,HRS,78.89,31.79,1
4242,12/31/2015,HRS,83.7,20.7,1
4243,10/21/2016,HRS,88.82,51.81,1
4244,11/25/2016,HRS,103.32,37.94,1
4245,12/13/2016,HRS,103.97,36.52,1
4246,12/30/2016,HRS,101.03,41.76,1
4247,10/23/2017,HRS,136.82,4.68,0
4248,11/28/2017,HRS,144.2,-0.68,0
4249,12/14/2017,HRS,141.27,1.38,0
4250,12/12/2013,HSP,40.25,49.89,1
4251,12/31/2013,HSP,41.28,48.38,1
4252,10/22/2014,HSP,50.08,,0
4253,11/25/2014,HSP,60.08,,0
4254,12/12/2014,HSP,60.33,,0
4255,12/31/2014,HSP,61.25,,0
4256,10/22/2015,HSP,,,0
4257,11/25/2015,HSP,,,0
4258,12/14/2015,HSP,,,0
4259,12/31/2015,HSP,,,0
4260,10/21/2016,HSP,,,0
4261,11/25/2016,HSP,,,0
4262,12/13/2016,HSP,,,0
4263,12/30/2016,HSP,,,0
4264,10/23/2017,HSP,,,0
4265,11/28/2017,HSP,,,0
4266,12/14/2017,HSP,,,0
4267,12/12/2013,HST,15.11,34.94,1
4268,12/31/2013,HST,16.56,26.21,1
4269,10/22/2014,HST,19.42,-17.82,0
4270,11/25/2014,HST,20.16,-25.55,0
4271,12/12/2014,HST,20.39,-26.39,0
4272,12/31/2014,HST,20.9,-32.49,0
4273,10/22/2015,HST,15.96,-7.39,0
4274,11/25/2015,HST,15.01,6.13,1
4275,12/14/2015,HST,14.27,27.54,1
4276,12/31/2015,HST,14.11,29.27,1
4277,10/21/2016,HST,14.78,34.3,1
4278,11/25/2016,HST,16.18,22.25,1
4279,12/13/2016,HST,18.2,9.07,1
4280,12/30/2016,HST,18.24,10.47,1
4281,10/23/2017,HST,19.33,4.24,0
4282,11/28/2017,HST,19.46,3.55,0
4283,12/14/2017,HST,19.78,1.87,0
4284,12/12/2013,HSY,86.55,5.94,1
4285,12/31/2013,HSY,88.62,9.14,1
4286,10/22/2014,HSY,87.17,4.2,0
4287,11/25/2014,HSY,90.21,-8.16,0
4288,12/12/2014,HSY,91.69,-9.64,0
4289,12/31/2014,HSY,96.72,-12.02,0
4290,10/22/2015,HSY,90.83,1.93,0
4291,11/25/2015,HSY,82.85,15.32,1
4292,12/14/2015,HSY,85.71,15.0,1
4293,12/31/2015,HSY,85.09,18.76,1
4294,10/21/2016,HSY,92.58,18.16,1
4295,11/25/2016,HSY,95.48,13.24,1
4296,12/13/2016,HSY,98.57,14.8,1
4297,12/30/2016,HSY,101.05,13.39,1
4298,10/23/2017,HSY,108.46,5.64,1
4299,11/28/2017,HSY,109.84,4.32,0
4300,12/14/2017,HSY,113.36,1.08,0
4301,12/12/2013,HTZ,124.6,-14.41,0
4302,12/31/2013,HTZ,143.1,-12.86,0
4303,10/22/2014,HTZ,106.1,-9.94,0
4304,11/25/2014,HTZ,126.25,-35.72,0
4305,12/12/2014,HTZ,106.65,-23.91,0
4306,12/31/2014,HTZ,124.7,-42.94,0
4307,10/22/2015,HTZ,95.55,-65.53,0
4308,11/25/2015,HTZ,81.15,-68.16,0
4309,12/14/2015,HTZ,69.2,-63.68,0
4310,12/31/2015,HTZ,71.15,-69.7,0
4311,10/21/2016,HTZ,32.94,-22.77,0
4312,11/25/2016,HTZ,25.89,-29.9,0
4313,12/13/2016,HTZ,25.13,-12.53,0
4314,12/30/2016,HTZ,21.56,3.99,0
4315,10/23/2017,HTZ,24.29,-7.7,0
4316,11/28/2017,HTZ,18.41,21.78,1
4317,12/14/2017,HTZ,21.61,3.75,0
4318,12/12/2013,HUM,97.59,44.27,1
4319,12/31/2013,HUM,100.52,40.36,1
4320,10/22/2014,HUM,128.9,26.42,1
4321,11/25/2014,HUM,135.0,23.11,1
4322,12/12/2014,HUM,140.79,18.05,1
4323,12/31/2014,HUM,141.09,25.08,1
4324,10/22/2015,HUM,162.96,7.21,1
4325,11/25/2015,HUM,166.2,19.53,1
4326,12/14/2015,HUM,172.61,17.72,1
4327,12/31/2015,HUM,176.47,14.85,1
4328,10/21/2016,HUM,174.71,38.12,1
4329,11/25/2016,HUM,206.49,15.41,1
4330,12/13/2016,HUM,203.2,26.1,1
4331,12/30/2016,HUM,202.67,22.44,1
4332,10/23/2017,HUM,246.13,0.82,0
4333,11/28/2017,HUM,244.22,1.61,0
4334,12/14/2017,HUM,250.61,-0.98,0
4335,12/12/2013,IBM,152.01,-8.21,0
4336,12/31/2013,IBM,164.46,-12.39,0
4337,10/22/2014,IBM,144.3,-8.25,0
4338,11/25/2014,IBM,145.26,-11.89,0
4339,12/12/2014,IBM,139.53,-8.27,0
4340,12/31/2014,IBM,144.08,-11.42,0
4341,10/22/2015,IBM,132.39,7.83,1
4342,11/25/2015,IBM,127.99,22.42,1
4343,12/14/2015,IBM,126.07,28.5,1
4344,12/31/2015,IBM,127.63,25.19,1
4345,10/21/2016,IBM,142.75,10.65,1
4346,11/25/2016,IBM,157.04,-3.36,0
4347,12/13/2016,IBM,162.0,-4.99,0
4348,12/30/2016,IBM,159.78,-4.16,0
4349,10/23/2017,IBM,157.97,-3.06,0
4350,11/28/2017,IBM,152.47,0.43,0
4351,12/14/2017,IBM,154.0,-0.56,0
4352,12/12/2013,ICE,41.43,1.88,0
4353,12/31/2013,ICE,42.78,-1.24,0
4354,10/22/2014,ICE,38.17,25.18,1
4355,11/25/2014,ICE,42.47,18.81,1
4356,12/12/2014,ICE,42.21,19.55,1
4357,12/31/2014,ICE,42.25,18.3,1
4358,10/22/2015,ICE,47.78,9.79,1
4359,11/25/2015,ICE,50.46,7.69,1
4360,12/14/2015,ICE,47.89,22.53,1
4361,12/31/2015,ICE,49.98,11.48,1
4362,10/21/2016,ICE,52.46,30.0,1
4363,11/25/2016,ICE,53.86,25.62,1
4364,12/13/2016,ICE,58.68,20.11,1
4365,12/30/2016,ICE,55.72,26.11,1
4366,10/23/2017,ICE,65.69,6.97,1
4367,11/28/2017,ICE,69.35,1.33,0
4368,12/14/2017,ICE,70.32,-0.07,0
4369,12/12/2013,IFF,78.93,19.87,1
4370,12/31/2013,IFF,80.26,19.94,1
4371,10/22/2014,IFF,92.38,18.51,1
4372,11/25/2014,IFF,93.96,23.19,1
4373,12/12/2014,IFF,94.61,22.34,1
4374,12/31/2014,IFF,96.26,20.21,1
4375,10/22/2015,IFF,109.48,16.21,1
4376,11/25/2015,IFF,115.75,1.7,0
4377,12/14/2015,IFF,111.97,6.62,1
4378,12/31/2015,IFF,115.71,0.4,0
4379,10/21/2016,IFF,127.23,15.76,1
4380,11/25/2016,IFF,118.04,27.91,1
4381,12/13/2016,IFF,119.38,28.2,1
4382,12/30/2016,IFF,116.17,31.63,1
4383,10/23/2017,IFF,150.16,1.84,0
4384,11/28/2017,IFF,154.45,-0.99,0
4385,12/14/2017,IFF,151.63,0.85,0
4386,12/12/2013,IGT,14.89,1.21,0
4387,12/31/2013,IGT,15.77,-1.65,0
4388,10/22/2014,IGT,14.41,2.08,0
4389,11/25/2014,IGT,15.31,-6.34,0
4390,12/12/2014,IGT,15.07,-4.84,0
4391,12/31/2014,IGT,15.51,-3.22,0
4392,10/22/2015,IGT,14.71,84.84,1
4393,11/25/2015,IGT,14.34,91.35,1
4394,12/14/2015,IGT,13.67,72.42,1
4395,12/31/2015,IGT,15.01,63.96,1
4396,10/21/2016,IGT,27.19,-12.76,0
4397,11/25/2016,IGT,26.06,6.56,1
4398,12/13/2016,IGT,23.57,15.19,1
4399,12/30/2016,IGT,24.61,7.4,1
4400,10/23/2017,IGT,23.29,13.48,1
4401,11/28/2017,IGT,27.63,-4.34,0
4402,12/14/2017,IGT,27.05,-2.29,0
4403,12/12/2013,INTC,21.54,52.79,1
4404,12/31/2013,INTC,22.85,44.29,1
4405,10/22/2014,INTC,29.12,9.79,1
4406,11/25/2014,INTC,33.0,-2.3,0
4407,12/12/2014,INTC,32.91,-2.04,0
4408,12/31/2014,INTC,32.97,-2.21,0
4409,10/22/2015,INTC,31.97,5.51,1
4410,11/25/2015,INTC,32.24,4.93,0
4411,12/14/2015,INTC,32.26,10.32,1
4412,12/31/2015,INTC,32.24,8.78,1
4413,10/21/2016,INTC,33.73,17.94,1
4414,11/25/2016,INTC,34.27,30.29,1
4415,12/13/2016,INTC,35.59,21.78,1
4416,12/30/2016,INTC,35.07,31.48,1
4417,10/23/2017,INTC,40.36,14.25,1
4418,11/28/2017,INTC,44.73,3.09,0
4419,12/14/2017,INTC,43.26,6.59,1
4420,12/12/2013,INTU,71.01,25.46,1
4421,12/31/2013,INTU,73.01,22.05,1
4422,10/22/2014,INTU,79.22,19.5,1
4423,11/25/2014,INTU,89.57,8.95,1
4424,12/12/2014,INTU,89.09,9.54,1
4425,12/31/2014,INTU,89.11,5.85,1
4426,10/22/2015,INTU,94.67,13.3,1
4427,11/25/2015,INTU,97.59,17.23,1
4428,12/14/2015,INTU,94.12,23.77,1
4429,12/31/2015,INTU,94.32,20.18,1
4430,10/21/2016,INTU,107.26,35.9,1
4431,11/25/2016,INTU,114.79,32.09,1
4432,12/13/2016,INTU,116.49,34.33,1
4433,12/30/2016,INTU,113.35,40.04,1
4434,10/23/2017,INTU,147.32,7.75,1
4435,11/28/2017,INTU,155.79,1.89,0
4436,12/14/2017,INTU,156.19,1.63,0
4437,12/12/2013,IP,39.86,20.25,1
4438,12/31/2013,IP,42.32,14.18,1
4439,10/22/2014,IP,43.77,-9.98,0
4440,11/25/2014,IP,48.64,-20.13,0
4441,12/12/2014,IP,47.93,-18.94,0
4442,12/31/2014,IP,48.32,-27.19,0
4443,10/22/2015,IP,39.4,15.03,1
4444,11/25/2015,IP,38.85,21.11,1
4445,12/14/2015,IP,35.05,48.07,1
4446,12/31/2015,IP,35.18,46.9,1
4447,10/21/2016,IP,45.32,28.02,1
4448,11/25/2016,IP,47.58,15.07,1
4449,12/13/2016,IP,51.9,8.82,1
4450,12/30/2016,IP,51.68,11.55,1
4451,10/23/2017,IP,58.25,-1.03,0
4452,11/28/2017,IP,55.58,3.72,0
4453,12/14/2017,IP,55.18,4.48,0
4454,12/12/2013,IPG,15.22,19.65,1
4455,12/31/2013,IPG,16.15,19.69,1
4456,10/22/2014,IPG,17.09,22.88,1
4457,11/25/2014,IPG,18.78,16.77,1
4458,12/12/2014,IPG,18.21,20.43,1
4459,12/31/2014,IPG,19.33,14.64,1
4460,10/22/2015,IPG,21.0,3.48,0
4461,11/25/2015,IPG,21.93,5.93,1
4462,12/14/2015,IPG,21.39,10.94,1
4463,12/31/2015,IPG,22.16,3.2,0
4464,10/21/2016,IPG,21.73,-2.3,0
4465,11/25/2016,IPG,23.87,-21.58,0
4466,12/13/2016,IPG,23.73,-15.09,0
4467,12/30/2016,IPG,22.87,-11.41,0
4468,10/23/2017,IPG,20.63,-1.79,0
4469,11/28/2017,IPG,19.39,4.49,0
4470,12/14/2017,IPG,20.18,0.4,0
4471,12/12/2013,IR,53.03,10.86,1
4472,12/31/2013,IR,57.4,4.6,0
4473,10/22/2014,IR,54.47,-1.84,0
4474,11/25/2014,IR,60.23,-6.71,0
4475,12/12/2014,IR,58.79,-4.42,0
4476,12/31/2014,IR,60.04,-11.09,0
4477,10/22/2015,IR,53.47,20.55,1
4478,11/25/2015,IR,56.19,31.04,1
4479,12/14/2015,IR,52.29,46.66,1
4480,12/31/2015,IR,53.38,38.5,1
4481,10/21/2016,IR,64.46,41.51,1
4482,11/25/2016,IR,74.62,13.36,1
4483,12/13/2016,IR,76.69,13.61,1
4484,12/30/2016,IR,73.93,20.53,1
4485,10/23/2017,IR,93.76,-4.96,0
4486,11/28/2017,IR,86.65,2.84,0
4487,12/14/2017,IR,86.03,3.58,0
4488,12/12/2013,IRM,20.81,48.34,1
4489,12/31/2013,IRM,21.94,49.27,1
4490,10/22/2014,IRM,28.58,-3.04,0
4491,11/25/2014,IRM,31.12,-19.12,0
4492,12/12/2014,IRM,30.87,-18.46,0
4493,12/31/2014,IRM,32.75,-25.68,0
4494,10/22/2015,IRM,27.71,15.19,1
4495,11/25/2015,IRM,25.17,21.65,1
4496,12/14/2015,IRM,23.55,34.48,1
4497,12/31/2015,IRM,24.34,27.44,1
4498,10/21/2016,IRM,31.92,27.79,1
4499,11/25/2016,IRM,31.62,30.11,1
4500,12/13/2016,IRM,31.67,21.06,1
4501,12/30/2016,IRM,31.02,20.73,1
4502,10/23/2017,IRM,40.06,-6.52,0
4503,11/28/2017,IRM,40.68,-7.94,0
4504,12/14/2017,IRM,37.96,-1.34,0
4505,12/12/2013,ISRG,122.77,36.51,1
4506,12/31/2013,ISRG,128.03,37.71,1
4507,10/22/2014,ISRG,160.6,2.98,0
4508,11/25/2014,ISRG,172.16,0.27,0
4509,12/12/2014,ISRG,167.59,3.0,0
4510,12/31/2014,ISRG,176.31,3.26,0
4511,10/22/2015,ISRG,165.39,36.65,1
4512,11/25/2015,ISRG,172.62,27.85,1
4513,12/14/2015,ISRG,176.25,20.28,1
4514,12/31/2015,ISRG,182.05,16.12,1
4515,10/21/2016,ISRG,226.01,56.79,1
4516,11/25/2016,ISRG,218.84,81.22,1
4517,12/13/2016,ISRG,211.99,75.05,1
4518,12/30/2016,ISRG,211.39,74.11,1
4519,10/23/2017,ISRG,373.52,-1.46,0
4520,11/28/2017,ISRG,402.23,-8.5,0
4521,12/14/2017,ISRG,360.56,2.08,0
4522,12/12/2013,ITW,72.05,21.46,1
4523,12/31/2013,ITW,77.63,14.98,1
4524,10/22/2014,ITW,80.74,6.32,1
4525,11/25/2014,ITW,89.77,-0.26,0
4526,12/12/2014,ITW,87.51,2.32,0
4527,12/31/2014,ITW,89.26,0.13,0
4528,10/22/2015,ITW,85.84,29.1,1
4529,11/25/2015,ITW,89.54,35.17,1
4530,12/14/2015,ITW,89.06,38.85,1
4531,12/31/2015,ITW,89.38,35.01,1
4532,10/21/2016,ITW,110.82,38.75,1
4533,11/25/2016,ITW,123.28,29.48,1
4534,12/13/2016,ITW,123.66,32.48,1
4535,12/30/2016,ITW,120.67,38.5,1
4536,10/23/2017,ITW,155.51,7.47,1
4537,11/28/2017,ITW,164.48,1.61,0
4538,12/14/2017,ITW,162.65,2.75,0
4539,12/12/2013,IVZ,30.26,15.1,1
4540,12/31/2013,IVZ,32.03,11.43,1
4541,10/22/2014,IVZ,33.32,-8.76,0
4542,11/25/2014,IVZ,36.52,-14.51,0
4543,12/12/2014,IVZ,34.83,-10.36,0
4544,12/31/2014,IVZ,35.69,-12.8,0
4545,10/22/2015,IVZ,30.4,-6.12,0
4546,11/25/2015,IVZ,31.22,-0.83,0
4547,12/14/2015,IVZ,28.25,9.45,1
4548,12/31/2015,IVZ,31.12,-5.01,0
4549,10/21/2016,IVZ,28.54,28.91,1
4550,11/25/2016,IVZ,30.84,14.23,1
4551,12/13/2016,IVZ,30.92,19.53,1
4552,12/30/2016,IVZ,29.56,23.61,1
4553,10/23/2017,IVZ,37.26,-1.93,0
4554,11/28/2017,IVZ,36.0,1.5,0
4555,12/14/2017,IVZ,36.29,0.69,0
4556,12/12/2013,JBL,18.06,3.82,0
4557,12/31/2013,JBL,16.49,27.23,1
4558,10/22/2014,JBL,18.06,23.53,1
4559,11/25/2014,JBL,20.11,22.73,1
4560,12/12/2014,JBL,18.75,31.63,1
4561,12/31/2014,JBL,20.98,8.25,1
4562,10/22/2015,JBL,22.31,-4.03,0
4563,11/25/2015,JBL,24.68,-17.95,0
4564,12/14/2015,JBL,23.35,-8.18,0
4565,12/31/2015,JBL,22.71,3.35,0
4566,10/21/2016,JBL,21.41,35.4,1
4567,11/25/2016,JBL,21.43,38.92,1
4568,12/13/2016,JBL,21.44,33.07,1
4569,12/30/2016,JBL,23.47,11.8,1
4570,10/23/2017,JBL,28.02,-6.35,0
4571,11/28/2017,JBL,29.04,-9.64,0
4572,12/14/2017,JBL,27.45,-4.41,0
4573,12/12/2013,JCI,32.62,14.19,1
4574,12/31/2013,JCI,35.43,10.98,1
4575,10/22/2014,JCI,35.71,-2.94,0
4576,11/25/2014,JCI,38.65,-14.9,0
4577,12/12/2014,JCI,37.25,-11.7,0
4578,12/31/2014,JCI,39.32,-23.68,0
4579,10/22/2015,JCI,34.66,24.12,1
4580,11/25/2015,JCI,32.89,33.17,1
4581,12/14/2015,JCI,29.9,42.68,1
4582,12/31/2015,JCI,30.01,34.79,1
4583,10/21/2016,JCI,43.02,-5.49,0
4584,11/25/2016,JCI,44.81,-17.9,0
4585,12/13/2016,JCI,42.66,-11.72,0
4586,12/30/2016,JCI,40.45,-6.25,0
4587,10/23/2017,JCI,41.61,-8.87,0
4588,11/28/2017,JCI,38.42,-1.3,0
4589,12/14/2017,JCI,37.41,1.36,0
4590,12/12/2013,JCP,8.55,-25.38,0
4591,12/31/2013,JCP,9.15,-29.18,0
4592,10/22/2014,JCP,7.49,33.24,1
4593,11/25/2014,JCP,7.86,5.22,1
4594,12/12/2014,JCP,6.38,29.62,1
4595,12/31/2014,JCP,6.48,2.78,0
4596,10/22/2015,JCP,9.98,-11.42,0
4597,11/25/2015,JCP,8.27,13.18,1
4598,12/14/2015,JCP,7.03,40.4,1
4599,12/31/2015,JCP,6.66,24.77,1
4600,10/21/2016,JCP,8.84,-60.07,0
4601,11/25/2016,JCP,9.68,-66.53,0
4602,12/13/2016,JCP,9.87,-69.4,0
4603,12/30/2016,JCP,8.31,-61.01,0
4604,10/23/2017,JCP,3.75,-13.6,0
4605,11/28/2017,JCP,3.5,-7.43,0
4606,12/14/2017,JCP,2.91,11.34,1
4607,12/12/2013,JDSU,11.8,17.03,1
4608,12/31/2013,JDSU,12.98,5.7,1
4609,10/22/2014,JDSU,11.94,,0
4610,11/25/2014,JDSU,13.4,,0
4611,12/12/2014,JDSU,13.81,,0
4612,12/31/2014,JDSU,13.72,,0
4613,10/22/2015,JDSU,,,0
4614,11/25/2015,JDSU,,,0
4615,12/14/2015,JDSU,,,0
4616,12/31/2015,JDSU,,,0
4617,10/21/2016,JDSU,,,0
4618,11/25/2016,JDSU,,,0
4619,12/13/2016,JDSU,,,0
4620,12/30/2016,JDSU,,,0
4621,10/23/2017,JDSU,,,0
4622,11/28/2017,JDSU,,,0
4623,12/14/2017,JDSU,,,0
4624,12/12/2013,JEC,55.88,-27.4,0
4625,12/31/2013,JEC,62.31,-29.05,0
4626,10/22/2014,JEC,45.22,-14.29,0
4627,11/25/2014,JEC,47.81,-10.52,0
4628,12/12/2014,JEC,40.57,5.45,1
4629,12/31/2014,JEC,44.21,-6.13,0
4630,10/22/2015,JEC,38.76,29.02,1
4631,11/25/2015,JEC,42.78,34.13,1
4632,12/14/2015,JEC,41.25,45.33,1
4633,12/31/2015,JEC,41.5,35.88,1
4634,10/21/2016,JEC,50.01,16.32,1
4635,11/25/2016,JEC,61.5,5.33,1
4636,12/13/2016,JEC,59.95,13.69,1
4637,12/30/2016,JEC,56.39,17.54,1
4638,10/23/2017,JEC,58.34,13.61,1
4639,11/28/2017,JEC,64.56,2.66,0
4640,12/14/2017,JEC,66.13,0.23,0
4641,12/12/2013,JNJ,81.66,17.73,1
4642,12/31/2013,JNJ,82.05,17.33,1
4643,10/22/2014,JNJ,92.59,1.18,0
4644,11/25/2014,JNJ,98.23,-1.59,0
4645,12/12/2014,JNJ,96.14,0.55,0
4646,12/31/2014,JNJ,96.27,1.16,0
4647,10/22/2015,JNJ,93.68,17.23,1
4648,11/25/2015,JNJ,96.67,15.97,1
4649,12/14/2015,JNJ,96.85,16.64,1
4650,12/31/2015,JNJ,97.39,15.32,1
4651,10/21/2016,JNJ,109.82,27.33,1
4652,11/25/2016,JNJ,111.26,22.65,1
4653,12/13/2016,JNJ,112.97,26.48,1
4654,12/30/2016,JNJ,112.31,25.16,1
4655,10/23/2017,JNJ,142.75,-1.53,0
4656,11/28/2017,JNJ,140.02,0.39,0
4657,12/14/2017,JNJ,141.65,-0.76,0
4658,12/12/2013,JNPR,19.62,3.16,0
4659,12/31/2013,JNPR,21.45,-0.23,0
4660,10/22/2014,JNPR,18.79,53.65,1
4661,11/25/2014,JNPR,21.25,38.82,1
4662,12/12/2014,JNPR,20.24,45.75,1
4663,12/31/2014,JNPR,21.4,25.56,1
4664,10/22/2015,JNPR,28.87,-21.03,0
4665,11/25/2015,JNPR,29.5,-11.9,0
4666,12/14/2015,JNPR,28.0,1.11,0
4667,12/31/2015,JNPR,26.87,4.06,0
4668,10/21/2016,JNPR,22.8,14.39,1
4669,11/25/2016,JNPR,26.13,3.37,0
4670,12/13/2016,JNPR,28.31,2.83,0
4671,12/30/2016,JNPR,27.96,3.29,0
4672,10/23/2017,JNPR,25.76,12.11,1
4673,11/28/2017,JNPR,28.19,2.45,0
4674,12/14/2017,JNPR,28.8,0.28,0
4675,12/12/2013,JOY,51.66,-12.33,0
4676,12/31/2013,JOY,56.46,-19.36,0
4677,10/22/2014,JOY,49.66,-66.07,0
4678,11/25/2014,JOY,51.97,-70.23,0
4679,12/12/2014,JOY,45.29,-65.84,0
4680,12/31/2014,JOY,45.53,-72.37,0
