,Date,Ticker,Price,stock_p_change,Status
2405,12/14/2015,DGX,64.87,39.17,1
2406,12/31/2015,DGX,68.41,31.9,1
2407,10/21/2016,DGX,82.17,12.02,1
2408,11/25/2016,DGX,86.71,6.7,1
2409,12/13/2016,DGX,90.28,7.6,1
2410,12/30/2016,DGX,90.23,9.94,1
2411,10/23/2017,DGX,95.2,4.2,0
2412,11/28/2017,DGX,93.35,6.27,1
2413,12/14/2017,DGX,97.12,2.14,0
2414,12/12/2013,DHI,18.26,27.44,1
2415,12/31/2013,DHI,21.46,14.31,1
2416,10/22/2014,DHI,21.96,37.66,1
2417,11/25/2014,DHI,24.7,29.8,1
2418,12/12/2014,DHI,23.27,37.77,1
2419,12/31/2014,DHI,24.53,27.84,1
2420,10/22/2015,DHI,30.23,-5.03,0
2421,11/25/2015,DHI,32.06,-10.95,0
2422,12/14/2015,DHI,30.5,-4.98,0
2423,12/31/2015,DHI,31.36,-13.65,0
2424,10/21/2016,DHI,28.71,44.58,1
2425,11/25/2016,DHI,28.62,73.24,1
2426,12/13/2016,DHI,28.98,71.88,1
2427,12/30/2016,DHI,27.08,88.4,1
2428,10/23/2017,DHI,42.87,19.01,1
2429,11/28/2017,DHI,50.11,1.82,0
2430,12/14/2017,DHI,50.34,1.35,0
2431,12/12/2013,DHR,54.92,13.29,1
2432,12/31/2013,DHR,57.12,11.59,1
2433,10/22/2014,DHR,56.14,25.28,1
2434,11/25/2014,DHR,61.94,17.0,1
2435,12/12/2014,DHR,62.22,16.47,1
2436,12/31/2014,DHR,63.74,9.21,1
2437,10/22/2015,DHR,70.33,13.25,1
2438,11/25/2015,DHR,72.47,8.6,1
2439,12/14/2015,DHR,69.88,12.65,1
2440,12/31/2015,DHR,69.61,11.28,1
2441,10/21/2016,DHR,79.65,8.04,1
2442,11/25/2016,DHR,79.04,18.62,1
2443,12/13/2016,DHR,78.72,19.6,1
2444,12/30/2016,DHR,77.46,20.78,1
2445,10/23/2017,DHR,90.47,3.42,0
2446,11/28/2017,DHR,94.32,-0.81,0
2447,12/14/2017,DHR,92.85,0.76,0
2448,12/12/2013,DIS,66.45,33.03,1
2449,12/31/2013,DIS,72.91,24.83,1
2450,10/22/2014,DIS,83.12,32.41,1
2451,11/25/2014,DIS,87.46,31.85,1
2452,12/12/2014,DIS,88.4,30.45,1
2453,12/31/2014,DIS,91.01,12.92,1
2454,10/22/2015,DIS,110.06,-16.74,0
2455,11/25/2015,DIS,115.32,-16.61,0
2456,12/14/2015,DIS,106.95,-3.63,0
2457,12/31/2015,DIS,102.77,0.65,0
2458,10/21/2016,DIS,91.64,7.21,1
2459,11/25/2016,DIS,97.35,5.54,1
2460,12/13/2016,DIS,103.07,4.4,0
2461,12/30/2016,DIS,103.44,4.06,0
2462,10/23/2017,DIS,98.7,9.06,1
2463,11/28/2017,DIS,103.41,4.09,0
2464,12/14/2017,DIS,110.57,-2.65,0
2465,12/12/2013,DISCA,42.49,-21.44,0
2466,12/31/2013,DISCA,46.32,-25.63,0
2467,10/22/2014,DISCA,34.89,-15.59,0
2468,11/25/2014,DISCA,34.81,-10.6,0
2469,12/12/2014,DISCA,33.38,-6.77,0
2470,12/31/2014,DISCA,34.45,-22.55,0
2471,10/22/2015,DISCA,29.45,-9.54,0
2472,11/25/2015,DISCA,31.12,-11.47,0
2473,12/14/2015,DISCA,26.45,8.77,1
2474,12/31/2015,DISCA,26.68,2.74,0
2475,10/21/2016,DISCA,26.64,-26.31,0
2476,11/25/2016,DISCA,27.54,-35.4,0
2477,12/13/2016,DISCA,28.77,-31.21,0
2478,12/30/2016,DISCA,27.41,-15.91,0
2479,10/23/2017,DISCA,19.62,17.48,1
2480,11/28/2017,DISCA,17.97,28.27,1
2481,12/14/2017,DISCA,20.04,15.02,1
2482,12/12/2013,DKS,53.04,-11.76,0
2483,12/31/2013,DKS,55.25,-13.43,0
2484,10/22/2014,DKS,42.49,-0.49,0
2485,11/25/2014,DKS,47.73,-19.76,0
2486,12/12/2014,DKS,46.8,-18.16,0
2487,12/31/2014,DKS,47.83,-27.97,0
2488,10/22/2015,DKS,42.28,32.1,1
2489,11/25/2015,DKS,38.3,51.2,1
2490,12/14/2015,DKS,35.77,61.11,1
2491,12/31/2015,DKS,34.45,51.99,1
2492,10/21/2016,DKS,55.85,-53.39,0
2493,11/25/2016,DKS,59.24,-52.09,0
2494,12/13/2016,DKS,57.63,-47.51,0
2495,12/30/2016,DKS,52.36,-43.18,0
2496,10/23/2017,DKS,27.17,9.5,1
2497,11/28/2017,DKS,28.03,6.14,1
2498,12/14/2017,DKS,29.2,1.88,0
2499,12/12/2013,DLPH,54.62,22.35,1
2500,12/31/2013,DLPH,56.75,22.75,1
2501,10/22/2014,DLPH,61.49,32.93,1
2502,11/25/2014,DLPH,68.86,23.53,1
2503,12/12/2014,DLPH,66.83,27.28,1
2504,12/31/2014,DLPH,69.66,19.34,1
2505,10/22/2015,DLPH,81.74,-23.16,0
2506,11/25/2015,DLPH,85.06,-20.34,0
2507,12/14/2015,DLPH,79.66,-13.24,0
2508,12/31/2015,DLPH,83.13,-20.05,0
2509,10/21/2016,DLPH,62.81,55.13,1
2510,11/25/2016,DLPH,66.63,51.25,1
2511,12/13/2016,DLPH,69.11,,0
2512,12/30/2016,DLPH,66.46,,0
2513,10/23/2017,DLPH,97.48,,0
2514,11/28/2017,DLPH,101.72,,0
2515,12/14/2017,DLPH,,,0
2516,12/12/2013,DLTR,55.74,22.25,1
2517,12/31/2013,DLTR,56.42,24.74,1
2518,10/22/2014,DLTR,57.55,12.6,1
2519,11/25/2014,DLTR,66.8,12.17,1
2520,12/12/2014,DLTR,68.14,9.96,1
2521,12/31/2014,DLTR,70.38,9.72,1
2522,10/22/2015,DLTR,64.8,16.84,1
2523,11/25/2015,DLTR,74.93,9.42,1
2524,12/14/2015,DLTR,77.71,10.87,1
2525,12/31/2015,DLTR,77.22,-0.05,0
2526,10/21/2016,DLTR,75.71,20.82,1
2527,11/25/2016,DLTR,89.18,11.87,1
2528,12/13/2016,DLTR,86.16,22.55,1
2529,12/30/2016,DLTR,77.18,39.27,1
2530,10/23/2017,DLTR,91.72,17.19,1
2531,11/28/2017,DLTR,100.94,6.49,1
2532,12/14/2017,DLTR,104.65,2.71,0
2533,12/12/2013,DLX,45.05,24.88,1
2534,12/31/2013,DLX,48.33,21.81,1
2535,10/22/2014,DLX,53.39,4.63,0
2536,11/25/2014,DLX,55.49,2.67,0
2537,12/12/2014,DLX,56.26,1.26,0
2538,12/31/2014,DLX,58.87,-10.67,0
2539,10/22/2015,DLX,55.86,11.12,1
2540,11/25/2015,DLX,56.97,16.97,1
2541,12/14/2015,DLX,52.29,36.28,1
2542,12/31/2015,DLX,52.59,33.85,1
2543,10/21/2016,DLX,62.07,17.77,1
2544,11/25/2016,DLX,68.66,0.0,0
2545,12/13/2016,DLX,71.26,6.3,1
2546,12/30/2016,DLX,70.39,8.59,1
2547,10/23/2017,DLX,72.88,4.88,0
2548,11/28/2017,DLX,70.75,8.04,1
2549,12/14/2017,DLX,75.39,1.39,0
2550,12/12/2013,DNB,110.31,-0.6,0
2551,12/31/2013,DNB,116.41,0.14,0
2552,10/22/2014,DNB,112.66,-3.81,0
2553,11/25/2014,DNB,122.75,-14.05,0
2554,12/12/2014,DNB,109.65,-3.78,0
2555,12/31/2014,DNB,116.57,-12.71,0
2556,10/22/2015,DNB,108.37,14.59,1
2557,11/25/2015,DNB,105.5,15.57,1
2558,12/14/2015,DNB,99.73,23.44,1
2559,12/31/2015,DNB,101.75,18.68,1
2560,10/21/2016,DNB,124.18,,0
2561,11/25/2016,DNB,122.74,,0
2562,12/13/2016,DNB,123.11,,0
2563,12/30/2016,DNB,120.76,,0
2564,10/23/2017,DNB,,,0
2565,11/28/2017,DNB,,,0
2566,12/14/2017,DNB,,,0
2567,12/12/2013,DNR,15.21,-59.3,0
2568,12/31/2013,DNR,15.62,-49.62,0
2569,10/22/2014,DNR,11.81,-68.5,0
2570,11/25/2014,DNR,9.65,-62.28,0
2571,12/12/2014,DNR,6.19,-41.2,0
2572,12/31/2014,DNR,7.87,-74.33,0
2573,10/22/2015,DNR,3.72,-23.92,0
2574,11/25/2015,DNR,3.64,-11.26,0
2575,12/14/2015,DNR,2.34,72.22,1
2576,12/31/2015,DNR,2.02,82.18,1
2577,10/21/2016,DNR,2.83,-57.6,0
2578,11/25/2016,DNR,3.15,-43.81,0
2579,12/13/2016,DNR,4.03,-60.3,0
2580,12/30/2016,DNR,3.68,-42.12,0
2581,10/23/2017,DNR,1.08,97.22,1
2582,11/28/2017,DNR,1.76,21.02,1
2583,12/14/2017,DNR,1.62,31.48,1
2584,12/12/2013,DO,51.21,-35.95,0
2585,12/31/2013,DO,51.68,-30.24,0
2586,10/22/2014,DO,35.8,-43.16,0
2587,11/25/2014,DO,35.51,-34.61,0
2588,12/12/2014,DO,32.8,-29.21,0
2589,12/31/2014,DO,36.05,-41.47,0
2590,10/22/2015,DO,20.35,-14.5,0
2591,11/25/2015,DO,23.22,-27.17,0
2592,12/14/2015,DO,20.87,-2.35,0
2593,12/31/2015,DO,21.1,-16.11,0
2594,10/21/2016,DO,17.4,-13.91,0
2595,11/25/2016,DO,16.87,-4.56,0
2596,12/13/2016,DO,20.38,-17.42,0
2597,12/30/2016,DO,17.7,5.71,1
2598,10/23/2017,DO,15.11,23.83,1
2599,11/28/2017,DO,15.69,19.25,1
2600,12/14/2017,DO,16.63,12.51,1
2601,12/12/2013,DOV,68.51,-7.31,0
2602,12/31/2013,DOV,73.77,-8.97,0
2603,10/22/2014,DOV,71.05,-14.16,0
2604,11/25/2014,DOV,77.49,-19.42,0
2605,12/12/2014,DOV,63.5,-1.67,0
2606,12/31/2014,DOV,67.15,-12.43,0
2607,10/22/2015,DOV,60.99,10.03,1
2608,11/25/2015,DOV,62.44,12.88,1
2609,12/14/2015,DOV,59.51,27.51,1
2610,12/31/2015,DOV,58.8,25.36,1
2611,10/21/2016,DOV,67.11,39.43,1
2612,11/25/2016,DOV,70.67,34.02,1
2613,12/13/2016,DOV,75.88,26.75,1
2614,12/30/2016,DOV,73.71,37.21,1
2615,10/23/2017,DOV,95.54,5.86,1
2616,11/28/2017,DOV,96.52,4.79,0
2617,12/14/2017,DOV,95.75,5.63,1
2618,12/12/2013,DOW,35.79,9.47,1
2619,12/31/2013,DOW,39.27,5.93,1
2620,10/22/2014,DOW,43.03,8.71,1
2621,11/25/2014,DOW,46.44,4.76,0
2622,12/12/2014,DOW,39.18,24.17,1
2623,12/31/2014,DOW,41.6,16.97,1
2624,10/22/2015,DOW,46.78,12.33,1
2625,11/25/2015,DOW,48.65,7.81,1
2626,12/14/2015,DOW,48.06,17.52,1
2627,12/31/2015,DOW,48.66,15.1,1
2628,10/21/2016,DOW,52.55,,0
2629,11/25/2016,DOW,52.62,,0
2630,12/13/2016,DOW,56.48,,0
2631,12/30/2016,DOW,56.01,,0
2632,10/23/2017,DOW,,,0
2633,11/28/2017,DOW,,,0
2634,12/14/2017,DOW,,,0
2635,12/12/2013,DPS,43.09,52.52,1
2636,12/31/2013,DPS,44.38,51.17,1
2637,10/22/2014,DPS,60.89,40.37,1
2638,11/25/2014,DPS,68.18,25.62,1
2639,12/12/2014,DPS,65.72,30.33,1
2640,12/31/2014,DPS,67.09,33.21,1
2641,10/22/2015,DPS,85.47,0.3,0
2642,11/25/2015,DPS,85.65,-2.88,0
2643,12/14/2015,DPS,88.06,0.37,0
2644,12/31/2015,DPS,89.37,-0.43,0
2645,10/21/2016,DPS,85.73,3.99,0
2646,11/25/2016,DPS,85.89,0.59,0
2647,12/13/2016,DPS,88.39,6.08,1
2648,12/30/2016,DPS,88.99,9.02,1
2649,10/23/2017,DPS,90.33,7.41,1
2650,11/28/2017,DPS,87.62,10.73,1
2651,12/14/2017,DPS,92.98,4.35,0
2652,12/12/2013,DRI,39.86,16.76,1
2653,12/31/2013,DRI,42.18,12.75,1
2654,10/22/2014,DRI,40.17,33.78,1
2655,11/25/2014,DRI,44.6,19.69,1
2656,12/12/2014,DRI,46.54,14.7,1
2657,12/31/2014,DRI,47.56,25.65,1
2658,10/22/2015,DRI,53.74,13.97,1
2659,11/25/2015,DRI,53.38,33.06,1
2660,12/14/2015,DRI,55.02,35.66,1
2661,12/31/2015,DRI,59.76,18.17,1
2662,10/21/2016,DRI,61.25,33.81,1
2663,11/25/2016,DRI,72.79,9.58,1
2664,12/13/2016,DRI,74.64,17.36,1
2665,12/30/2016,DRI,70.62,37.94,1
2666,10/23/2017,DRI,82.35,18.29,1
2667,11/28/2017,DRI,83.06,17.28,1
2668,12/14/2017,DRI,86.96,12.02,1
2669,12/12/2013,DSW,38.21,-15.39,0
2670,12/31/2013,DSW,38.13,-10.7,0
2671,10/22/2014,DSW,27.74,-14.49,0
2672,11/25/2014,DSW,31.23,-28.53,0
2673,12/12/2014,DSW,32.33,-30.96,0
2674,12/31/2014,DSW,34.05,-34.33,0
2675,10/22/2015,DSW,23.72,-14.88,0
2676,11/25/2015,DSW,22.32,-0.63,0
2677,12/14/2015,DSW,21.66,9.0,1
2678,12/31/2015,DSW,22.36,-1.79,0
2679,10/21/2016,DSW,20.19,-2.87,0
2680,11/25/2016,DSW,23.94,-15.08,0
2681,12/13/2016,DSW,23.61,-9.95,0
2682,12/30/2016,DSW,21.96,-2.09,0
2683,10/23/2017,DSW,20.7,3.86,0
2684,11/28/2017,DSW,20.71,3.81,0
2685,12/14/2017,DSW,20.36,5.6,1
2686,12/12/2013,DTE,57.56,29.76,1
2687,12/31/2013,DTE,58.46,34.76,1
2688,10/22/2014,DTE,72.24,10.12,1
2689,11/25/2014,DTE,72.72,2.96,0
2690,12/12/2014,DTE,74.69,0.24,0
2691,12/31/2014,DTE,78.78,-3.72,0
2692,10/22/2015,DTE,79.55,12.97,1
2693,11/25/2015,DTE,74.87,19.43,1
2694,12/14/2015,DTE,73.55,30.31,1
2695,12/31/2015,DTE,75.85,26.92,1
2696,10/21/2016,DTE,89.87,23.01,1
2697,11/25/2016,DTE,91.11,23.61,1
2698,12/13/2016,DTE,95.84,18.76,1
2699,12/30/2016,DTE,96.27,12.95,1
2700,10/23/2017,DTE,113.05,-3.81,0
2701,11/28/2017,DTE,114.34,-4.9,0
2702,12/14/2017,DTE,113.62,-4.3,0
2703,12/12/2013,DTV,67.02,24.54,1
2704,12/31/2013,DTV,69.06,25.54,1
2705,10/22/2014,DTV,85.14,,0
2706,11/25/2014,DTV,87.1,,0
2707,12/12/2014,DTV,83.47,,0
2708,12/31/2014,DTV,86.7,,0
2709,10/22/2015,DTV,,,0
2710,11/25/2015,DTV,,,0
2711,12/14/2015,DTV,,,0
2712,12/31/2015,DTV,,,0
2713,10/21/2016,DTV,51.0,,0
2714,11/25/2016,DTV,51.25,,0
2715,12/13/2016,DTV,52.85,,0
2716,12/30/2016,DTV,53.0,,0
2717,10/23/2017,DTV,,,0
2718,11/28/2017,DTV,,,0
2719,12/14/2017,DTV,,,0
2720,12/12/2013,DUK,58.07,26.57,1
2721,12/31/2013,DUK,58.77,26.36,1
2722,10/22/2014,DUK,70.55,-2.44,0
2723,11/25/2014,DUK,70.35,-10.65,0
2724,12/12/2014,DUK,73.5,-14.48,0
2725,12/31/2014,DUK,74.26,-10.76,0
2726,10/22/2015,DUK,68.83,8.57,1
2727,11/25/2015,DUK,62.86,14.72,1
2728,12/14/2015,DUK,63.54,17.89,1
2729,12/31/2015,DUK,66.27,13.48,1
2730,10/21/2016,DUK,74.73,16.47,1
2731,11/25/2016,DUK,72.04,23.03,1
2732,12/13/2016,DUK,74.91,16.89,1
2733,12/30/2016,DUK,75.2,11.68,1
2734,10/23/2017,DUK,87.54,-4.07,0
2735,11/28/2017,DUK,88.98,-5.62,0
2736,12/14/2017,DUK,87.56,-4.09,0
2737,12/12/2013,DVA,60.19,21.95,1
2738,12/31/2013,DVA,63.37,19.52,1
2739,10/22/2014,DVA,75.28,-0.4,0
2740,11/25/2014,DVA,75.06,-1.75,0
2741,12/12/2014,DVA,73.4,0.48,0
2742,12/31/2014,DVA,75.74,-7.96,0
2743,10/22/2015,DVA,74.98,-18.7,0
2744,11/25/2015,DVA,73.75,-14.78,0
2745,12/14/2015,DVA,68.07,-3.97,0
2746,12/31/2015,DVA,69.71,-7.9,0
2747,10/21/2016,DVA,60.96,-5.31,0
2748,11/25/2016,DVA,63.33,-12.54,0
2749,12/13/2016,DVA,65.37,9.07,1
2750,12/30/2016,DVA,64.2,12.63,1
2751,10/23/2017,DVA,61.0,18.54,1
2752,11/28/2017,DVA,58.48,23.65,1
2753,12/14/2017,DVA,69.03,4.75,0
2754,12/12/2013,DVN,56.26,-9.49,0
2755,12/31/2013,DVN,58.58,0.36,0
2756,10/22/2014,DVN,56.08,-22.27,0
2757,11/25/2014,DVN,61.95,-27.81,0
2758,12/12/2014,DVN,50.92,-12.18,0
2759,12/31/2014,DVN,58.79,-46.59,0
2760,10/22/2015,DVN,43.59,-2.68,0
2761,11/25/2015,DVN,44.72,-0.22,0
2762,12/14/2015,DVN,30.95,54.93,1
2763,12/31/2015,DVN,31.4,44.71,1
2764,10/21/2016,DVN,42.42,-16.97,0
2765,11/25/2016,DVN,43.95,-13.56,0
2766,12/13/2016,DVN,47.95,-20.5,0
2767,12/30/2016,DVN,45.44,-7.92,0
2768,10/23/2017,DVN,34.65,20.75,1
2769,11/28/2017,DVN,37.17,12.56,1
2770,12/14/2017,DVN,38.0,10.11,1
2771,12/12/2013,EA,20.97,114.12,1
2772,12/31/2013,EA,22.94,104.97,1
2773,10/22/2014,EA,35.05,112.67,1
2774,11/25/2014,EA,44.01,57.94,1
2775,12/12/2014,EA,44.9,54.81,1
2776,12/31/2014,EA,47.02,46.15,1
2777,10/22/2015,EA,74.54,11.18,1
2778,11/25/2015,EA,69.51,12.59,1
2779,12/14/2015,EA,69.66,15.93,1
2780,12/31/2015,EA,68.72,14.61,1
2781,10/21/2016,EA,82.87,36.55,1
2782,11/25/2016,EA,79.17,35.56,1
2783,12/13/2016,EA,80.76,30.68,1
2784,12/30/2016,EA,78.76,33.61,1
2785,10/23/2017,EA,113.68,-7.43,0
2786,11/28/2017,EA,109.47,-3.87,0
2787,12/14/2017,EA,106.42,-1.12,0
2788,12/12/2013,EBAY,20.21,8.56,1
2789,12/31/2013,EBAY,21.58,2.32,0
2790,10/22/2014,EBAY,19.72,39.86,1
2791,11/25/2014,EBAY,21.4,35.51,1
2792,12/12/2014,EBAY,21.94,32.18,1
2793,12/31/2014,EBAY,22.08,24.46,1
2794,10/22/2015,EBAY,27.58,5.37,1
2795,11/25/2015,EBAY,29.0,0.0,0
2796,12/14/2015,EBAY,28.04,6.35,1
2797,12/31/2015,EBAY,27.48,8.04,1
2798,10/21/2016,EBAY,29.06,30.66,1
2799,11/25/2016,EBAY,28.95,24.15,1
2800,12/13/2016,EBAY,29.82,25.42,1
2801,12/30/2016,EBAY,29.69,26.68,1
2802,10/23/2017,EBAY,36.83,2.12,0
2803,11/28/2017,EBAY,35.5,5.94,1
2804,12/14/2017,EBAY,37.6,0.03,0
2805,12/12/2013,ECL,98.22,0.83,0
2806,12/31/2013,ECL,99.85,1.31,0
2807,10/22/2014,ECL,108.45,8.53,1
2808,11/25/2014,ECL,109.5,6.13,1
2809,12/12/2014,ECL,99.04,17.34,1
2810,12/31/2014,ECL,101.16,10.74,1
2811,10/22/2015,ECL,117.7,-2.77,0
2812,11/25/2015,ECL,116.21,-2.25,0
2813,12/14/2015,ECL,111.3,8.54,1
2814,12/31/2015,ECL,112.02,3.75,0
2815,10/21/2016,ECL,114.44,15.08,1
2816,11/25/2016,ECL,115.29,15.35,1
2817,12/13/2016,ECL,120.81,11.75,1
2818,12/30/2016,ECL,116.22,15.38,1
2819,10/23/2017,ECL,132.6,1.13,0
2820,11/28/2017,ECL,134.25,-0.11,0
2821,12/14/2017,ECL,134.37,-0.2,0
2822,12/12/2013,ECYT,9.64,-35.17,0
2823,12/31/2013,ECYT,10.68,-41.1,0
2824,10/22/2014,ECYT,5.63,-14.92,0
2825,11/25/2014,ECYT,6.57,-26.79,0
2826,12/12/2014,ECYT,6.25,-23.04,0
2827,12/31/2014,ECYT,6.29,-36.25,0
2828,10/22/2015,ECYT,4.79,-37.58,0
2829,11/25/2015,ECYT,4.81,-36.8,0
2830,12/14/2015,ECYT,3.99,-32.33,0
2831,12/31/2015,ECYT,4.01,-36.41,0
2832,10/21/2016,ECYT,2.99,64.21,1
2833,11/25/2016,ECYT,3.0,60.67,1
2834,12/13/2016,ECYT,2.7,74.07,1
2835,12/30/2016,ECYT,2.55,74.51,1
2836,10/23/2017,ECYT,4.75,-6.32,0
2837,11/28/2017,ECYT,4.8,-7.29,0
2838,12/14/2017,ECYT,4.61,-3.47,0
2839,12/12/2013,ED,46.93,23.16,1
2840,12/31/2013,ED,47.68,24.81,1
2841,10/22/2014,ED,55.26,13.99,1
2842,11/25/2014,ED,55.58,4.79,0
2843,12/12/2014,ED,57.8,0.76,0
2844,12/31/2014,ED,59.51,1.41,0
2845,10/22/2015,ED,62.99,12.08,1
2846,11/25/2015,ED,58.24,17.26,1
2847,12/14/2015,ED,58.25,22.56,1
2848,12/31/2015,ED,60.35,18.94,1
2849,10/21/2016,ED,70.6,18.67,1
2850,11/25/2016,ED,68.83,25.9,1
2851,12/13/2016,ED,71.39,23.24,1
2852,12/30/2016,ED,71.78,17.94,1
2853,10/23/2017,ED,85.1,-0.52,0
2854,11/28/2017,ED,87.98,-3.77,0
2855,12/14/2017,ED,87.59,-3.35,0
2856,12/12/2013,EFX,63.89,20.85,1
2857,12/31/2013,EFX,66.08,18.66,1
2858,10/22/2014,EFX,71.38,41.52,1
2859,11/25/2014,EFX,77.25,40.88,1
2860,12/12/2014,EFX,77.21,40.95,1
2861,12/31/2014,EFX,78.41,39.28,1
2862,10/22/2015,EFX,101.02,27.01,1
2863,11/25/2015,EFX,108.83,10.79,1
2864,12/14/2015,EFX,106.3,8.65,1
2865,12/31/2015,EFX,109.21,7.34,1
2866,10/21/2016,EFX,128.31,-13.79,0
2867,11/25/2016,EFX,119.04,-7.75,0
2868,12/13/2016,EFX,115.49,1.65,0
2869,12/30/2016,EFX,117.23,2.18,0
2870,10/23/2017,EFX,109.36,9.53,1
2871,11/28/2017,EFX,112.09,6.86,1
2872,12/14/2017,EFX,118.19,1.35,0
2873,12/12/2013,EIX,40.75,44.61,1
2874,12/31/2013,EIX,41.83,45.02,1
2875,10/22/2014,EIX,55.55,12.53,1
2876,11/25/2014,EIX,57.46,-2.58,0
2877,12/12/2014,EIX,58.93,-5.01,0
2878,12/31/2014,EIX,60.66,-6.94,0
2879,10/22/2015,EIX,62.51,10.25,1
2880,11/25/2015,EIX,55.98,20.31,1
2881,12/14/2015,EIX,56.1,23.32,1
2882,12/31/2015,EIX,56.45,24.92,1
2883,10/21/2016,EIX,68.92,12.96,1
2884,11/25/2016,EIX,67.81,18.2,1
2885,12/13/2016,EIX,69.18,0.9,0
2886,12/30/2016,EIX,70.52,-8.68,0
2887,10/23/2017,EIX,80.01,-19.51,0
2888,11/28/2017,EIX,81.14,-20.63,0
2889,12/14/2017,EIX,69.29,-7.06,0
2890,12/12/2013,EL,69.6,1.11,0
2891,12/31/2013,EL,71.75,2.33,0
2892,10/22/2014,EL,71.49,15.0,1
2893,11/25/2014,EL,70.59,17.99,1
2894,12/12/2014,EL,70.37,18.36,1
2895,12/31/2014,EL,73.42,16.97,1
2896,10/22/2015,EL,82.21,3.64,0
2897,11/25/2015,EL,83.29,-7.97,0
2898,12/14/2015,EL,83.44,-6.66,0
2899,12/31/2015,EL,85.88,-11.9,0
2900,10/21/2016,EL,85.2,29.08,1
2901,11/25/2016,EL,77.46,62.46,1
2902,12/13/2016,EL,77.88,64.29,1
2903,12/30/2016,EL,75.66,68.85,1
2904,10/23/2017,EL,109.07,17.13,1
2905,11/28/2017,EL,125.31,1.95,0
2906,12/14/2017,EL,127.81,-0.05,0
2907,12/12/2013,EMC,22.1,24.34,1
2908,12/31/2013,EMC,24.0,20.62,1
2909,10/22/2014,EMC,26.54,-4.11,0
2910,11/25/2014,EMC,28.99,-13.45,0
2911,12/12/2014,EMC,27.48,-8.7,0
2912,12/31/2014,EMC,28.95,-12.06,0
2913,10/22/2015,EMC,25.45,,0
2914,11/25/2015,EMC,25.09,,0
2915,12/14/2015,EMC,25.42,,0
2916,12/31/2015,EMC,25.46,,0
2917,10/21/2016,EMC,,,0
2918,11/25/2016,EMC,,,0
2919,12/13/2016,EMC,,,0
2920,12/30/2016,EMC,,,0
2921,10/23/2017,EMC,,,0
2922,11/28/2017,EMC,,,0
2923,12/14/2017,EMC,,,0
2924,12/12/2013,EMN,67.8,-0.03,0
2925,12/31/2013,EMN,74.08,-4.35,0
2926,10/22/2014,EMN,72.14,-6.02,0
2927,11/25/2014,EMN,80.29,-16.1,0
2928,12/12/2014,EMN,67.78,-0.62,0
2929,12/31/2014,EMN,70.86,-8.92,0
2930,10/22/2015,EMN,67.8,-3.82,0
2931,11/25/2015,EMN,67.36,9.58,1
2932,12/14/2015,EMN,63.76,18.65,1
2933,12/31/2015,EMN,64.54,14.38,1
2934,10/21/2016,EMN,65.21,35.04,1
2935,11/25/2016,EMN,73.27,24.06,1
2936,12/13/2016,EMN,75.65,23.04,1
2937,12/30/2016,EMN,73.82,25.35,1
2938,10/23/2017,EMN,88.67,4.35,0
2939,11/28/2017,EMN,91.69,0.92,0
2940,12/14/2017,EMN,91.01,1.67,0
2941,12/12/2013,EMR,58.88,-9.87,0
2942,12/31/2013,EMR,62.04,-9.64,0
2943,10/22/2014,EMR,54.95,-19.0,0
2944,11/25/2014,EMR,59.67,-20.78,0
2945,12/12/2014,EMR,53.07,-10.93,0
2946,12/31/2014,EMR,56.06,-19.73,0
2947,10/22/2015,EMR,44.51,8.94,1
2948,11/25/2015,EMR,47.27,12.63,1
2949,12/14/2015,EMR,42.33,30.99,1
2950,12/31/2015,EMR,45.0,21.0,1
2951,10/21/2016,EMR,48.49,35.1,1
2952,11/25/2016,EMR,53.95,14.7,1
2953,12/13/2016,EMR,55.45,21.19,1
2954,12/30/2016,EMR,54.45,28.1,1
2955,10/23/2017,EMR,66.1,5.52,1
2956,11/28/2017,EMR,64.15,8.73,1
2957,12/14/2017,EMR,66.51,4.87,0
2958,12/12/2013,EOG,76.97,9.67,1
2959,12/31/2013,EOG,81.58,10.3,1
2960,10/22/2014,EOG,89.98,-6.1,0
2961,11/25/2014,EOG,94.54,-12.99,0
2962,12/12/2014,EOG,84.41,-2.55,0
2963,12/31/2014,EOG,89.98,-22.53,0
2964,10/22/2015,EOG,84.49,10.36,1
2965,11/25/2015,EOG,82.26,15.51,1
2966,12/14/2015,EOG,75.69,41.72,1
2967,12/31/2015,EOG,69.71,44.04,1
2968,10/21/2016,EOG,93.24,3.67,0
2969,11/25/2016,EOG,95.32,6.58,1
2970,12/13/2016,EOG,107.27,-6.83,0
2971,12/30/2016,EOG,100.41,7.92,1
2972,10/23/2017,EOG,96.97,11.75,1
2973,11/28/2017,EOG,99.84,8.53,1
2974,12/14/2017,EOG,99.64,8.75,1
2975,12/12/2013,EQR,39.56,40.7,1
2976,12/31/2013,EQR,39.62,42.93,1
2977,10/22/2014,EQR,52.86,21.57,1
2978,11/25/2014,EQR,54.84,17.38,1
2979,12/12/2014,EQR,55.66,15.65,1
2980,12/31/2014,EQR,56.63,16.92,1
2981,10/22/2015,EQR,64.26,-7.92,0
2982,11/25/2015,EQR,64.37,-11.43,0
2983,12/14/2015,EQR,63.02,-2.86,0
2984,12/31/2015,EQR,66.21,-5.01,0
2985,10/21/2016,EQR,59.17,12.76,1
2986,11/25/2016,EQR,57.61,18.28,1
