,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
248,N/A,N/A,hov,N/A,N/A,N/A,N/A,N/A,780.25,0.76,0.15,6.73,22.13,9.49,7.91,N/A,438.29,411940000.0,1870000000.0,1.68,N/A,0.68,6.74,2770000000.0,544430000.0,268399999.99999997,552730000.0,85.62,30.90,1.60,137900000.0,21.91,1540000000.0,5.31,9.73,188540000.0,6630000.0,2.59,9.76,51.75,1.87,1.87,3.63,N/A,N/A
249,N/A,N/A,hp,N/A,N/A,N/A,N/A,N/A,19.53,N/A,3.37,1.63,22.22,20.70,3.92,10.36,12.82,4540000000.0,4640000000.0,53.76,3.50,3.36,139.78,1380000000.0,265970000.00000003,124180000.0,312230000.0,2.86,N/A,66.30,441260000.0,4.18,542240000.0,2.39,26.26,152330000.0,214500000.0,1.91,3.64,90.55,5860000.0,3.18,7.78,4540000.0,N/A
250,N/A,N/A,hpq,N/A,N/A,N/A,N/A,N/A,N/A,7.23,0.72,N/A,10.05,8.95,9.85,N/A,56.07,41840000000.0,46770000000.0,9.05,4.89,0.72,5.42,64870000000.00001,13420000000.0,6580000000.0,6520000000.0,5.57,1.70,8.80,3400000000.0,3.21,8350000000.0,0.74,2.20,7040000000.0,3920000000.0,1.00,0.17,83.60,52690000.0,3.57,5.60,42980000.0,N/A
251,N/A,N/A,hrb,N/A,N/A,N/A,N/A,N/A,N/A,8.42,1.45,26.62,19.83,24.50,N/A,N/A,14.77,4310000000.0,6640000000.0,8.11,0.65,1.94,7.12,2590000000.0,1400000000.0,775280000.0,520150000.0,2.86,N/A,11.90,336250000.0,2.04,2670000000.0,1.06,2.20,1770000.0,N/A,0.76,0.99,92.10,12450000.0,4.6,10.73,12570000.0,N/A
252,N/A,N/A,hrl,N/A,N/A,N/A,N/A,N/A,46.76,30.01,2.32,3.89,7.74,10.01,6.57,13.56,22.09,27640000000.0,30110000000.0,26.04,3.50,2.52,20.78,11970000000.0,1960000000.0,1440000000.0,926130000.0,1.69,7.80,23.70,846630000.0,1.55,3320000000.0,2.19,13.08,1180000000.0,569480000.0,0.09,47.30,42.22,11520000.0,4.61,4.01,10800000.0,N/A
253,N/A,N/A,hrs,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
254,N/A,N/A,hsp,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
255,N/A,N/A,hst,N/A,N/A,N/A,N/A,N/A,83.00,87.08,4.87,2.20,0.38,4.28,0.62,0.17,4.11,14150000000.0,18800000000.0,36.10,N/A,6.51,22.09,2920000000.0,644000000.0,545000000.0,11000000.0,0.02,N/A,277.60,807000000.0,1.13,5460000000.0,14.02,9.02,292000000.0,153500000.0,1.28,1.25,106.25,30900000.0,5.96,5.96,42080000.0,N/A
256,N/A,N/A,hsy,N/A,N/A,N/A,N/A,N/A,194.98,30.20,4.97,15.98,16.47,22.83,13.10,59.37,43.40,44070000000.0,49120000000.0,27.10,4.53,5.48,21.91,8970000000.0,4050000000.0,2360000000.0,1480000000.0,7.11,15.20,6.40,329270000.0,1.6,5380000000.0,0.90,13.38,2080000000.0,1170000000.0,0.39,0.22,77.46,1980000.0,1.79,1.53,1890000.0,N/A
257,N/A,N/A,htz,N/A,N/A,N/A,N/A,N/A,417.10,N/A,0.99,3.33,4.99,28.08,7.02,23.78,23.29,9900000000.0,20060000000.0,8.25,N/A,2.73,10.30,7340000000.0,2940000000.0,2260000000.0,84000000.0,0.27,N/A,57.80,2260000000.0,5.26,12420000000.0,2.05,6.62,1810000000.0,2850000000.0,N/A,0.78,81.04,14520000.0,2.29,N/A,14260000.0,N/A
258,N/A,N/A,hum,N/A,N/A,N/A,N/A,N/A,84.15,19.36,0.68,3.46,3.48,5.08,6.74,19.67,654.24,55630000000.0,65060000000.0,18.21,1.35,0.78,N/A,84190000000.0,14990000000.0,4550000000.0,2930000000.0,22.67,N/A,10.50,16590000000.0,130.98,13550000000.0,1.62,124.84,2260000000.0,37380000.0,0.95,0.19,97.20,1440000.0,1.68,1.14,2.89,N/A
259,N/A,N/A,ibm,N/A,N/A,N/A,N/A,N/A,290.27,25.32,2.08,6.28,10.01,10.06,2.51,23.73,64.01,118650000000.0,166540000000.0,12.92,1.26,2.90,13.42,57350000000.0,31490000000.0,12190000000.0,4710000000.0,6.35,72.10,69.20,7250000000.0,8.06,55140000000.0,0.88,21.05,12800000000.0,4740000000.0,1.10,0.10,57.09,23120000.0,4.7,2.57,27790000.0,N/A
260,N/A,N/A,ice,N/A,N/A,N/A,N/A,N/A,62.61,18.47,8.17,3.27,56.79,49.65,1.39,19.20,12.72,74340000000.0,87900000000.0,23.36,N/A,9.59,12.33,7150000000.0,7150000000.0,4340000000.0,4059999999.9999995,7.18,190.30,10.10,607000000.0,1.08,14240000000.0,1.01,40.48,3120000000.0,1950000000.0,0.84,1.30,90.58,3520000.0,1.04,0.64,4350000.0,N/A
261,N/A,N/A,iff,N/A,N/A,N/A,N/A,N/A,57.48,121.96,2.80,1.62,2.32,10.92,2.99,2.02,47.97,34180000000.0,45650000000.0,23.20,4.67,3.92,25.37,11660000000.0,4110000000.0000005,2430000000.0,268000000.0,1.10,34.30,138.70,711000000.0,2.79,12200000000.0,1.92,82.81,1440000000.0,769000000.0,1.05,0.09,95.72,3480000.0,1.87,1.52,4660000.0,N/A
262,N/A,N/A,igt,N/A,N/A,N/A,N/A,N/A,348.76,83.16,1.30,4.09,11.79,22.23,4.67,14.44,19.95,5250000000.0,11520000000.0,16.16,N/A,2.82,7.15,4090000000.0,1960000000.0,1410000000.0,65000000.0,2.33,N/A,18.60,591000000.0,2.9,6870000000.0,1.30,6.29,978000000.0,1180000000.0,2.08,51.83,47.44,4610000.0,1.83,4.71,4790000.0,N/A
263,N/A,N/A,intc,N/A,N/A,N/A,N/A,N/A,40.51,10.75,2.70,2.23,25.14,27.94,8.59,22.52,19.47,212760000000.0,222450000000.0,15.24,3.05,2.81,6.52,79020000000.0,43810000000.0,33869999999.999996,19870000000.0,4.86,21.10,2.80,28410000000.0,6.98,38640000000.0,2.10,23.44,29990000000.0,1480000000.0,0.55,0.07,64.98,55880000.0,1.31,1.37,59520000.0,N/A
264,N/A,N/A,intu,N/A,N/A,N/A,N/A,N/A,46.41,61.36,11.89,8.80,19.03,23.31,8.13,17.76,41.35,137270000000.00002,143090000000.0,41.84,2.34,12.54,44.87,11410000000.0,3130000000.0,3130000000.0,2170000000.0,7.78,400.00,69.60,1410000000.0,7240000000.0,7240000000.0,1.18,55.11,3160000000.0,,1.13,2.80,86.19,2060000.0,0.96,0.75,2160000.0,N/A
265,N/A,N/A,ip,N/A,N/A,N/A,N/A,N/A,65.48,16.33,0.95,1.93,9.05,8.60,3.66,13.26,49.72,17570000000.0,23950000000.0,10.18,1.40,1.24,9.07,19360000000.0,5530000000.0,2810000000.0,1120000000.0,4.47,30.10,2.90,1540000000.0,4.09,5950000000.0,1.71,23.99,2029999999.9999998,2400000000.0,0.95,0.26,86.02,9370000.0,2.22,3.23,9260000.0,N/A
266,N/A,N/A,ipg,N/A,N/A,N/A,N/A,N/A,133.12,15.56,1.45,4.16,10.46,15.94,4.78,29.29,23.17,14650000000.0,16180000000.0,14.33,7.06,1.58,9.64,9110000000.0,2150000000.0,1740000000.0,952800000.0,2.39,218.70,11.60,3270000000.0,8.3,4800000000.0,1.03,8.94,2080000000.0,1690000000.0,1.01,0.46,102.54,14300000.0,3.49,4.75,14170000.0,N/A
267,N/A,N/A,ir,N/A,N/A,N/A,N/A,N/A,38.99,40.94,4.15,2.30,10.92,12.08,2.49,5.73,12.42,20710000000.0,22070000000.0,21.83,1.39,4.28,21.58,5150000000.0,1990000000.0,1040000000.0,520900000.0,1.34,93.30,16.40,2109999999.9999998,5.17,3540000000.0,2.80,22.07,615500000.0,868190000.0,1.50,0.24,99.46,5680000.0,1.75,1.92,4530000.0,N/A
268,N/A,N/A,irm,N/A,N/A,N/A,N/A,N/A,259.09,35.62,3.57,18.66,10.02,20.07,3.94,42.59,15.52,15980000000.0,27420000000.0,34.36,N/A,6.11,15.66,4490000000.0,2600000000.0,1540000000.0,450220000.0,1.55,75.10,9.40,255830000.0,0.88,11700000000.0,0.71,2.95,758900000.0,158580000.0,0.87,0.86,81.82,21330000.0,9.33,10.19,21930000.0,N/A
269,N/A,N/A,isrg,N/A,N/A,N/A,N/A,N/A,0.73,64.81,19.35,9.11,29.85,31.89,9.21,15.92,16.03,108480000000.0,104250000000.0,59.88,18.55,18.26,48.91,5710000000.0,3960000000.0,2130000000.0,1700000000.0,4.66,4.20,16.70,4230000000.0000005,11.83,87000000.0,5.08,33.27,2089999999.9999998,1600000000.0,1.17,1.01,86.62,3420000.0,1.68,0.96,4340000.0,N/A
270,N/A,N/A,itw,N/A,N/A,N/A,N/A,N/A,217.35,25.68,4.78,18.81,18.64,24.21,13.81,79.14,45.87,68170000000.0,74530000000.0,23.81,1.57,5.16,18.92,14460000000.0,5970000000.0,3910000000.0,2690000000.0,8.51,5.10,5.90,1530000000.0,4.88,7880000000.0,1.84,11.59,2560000000.0,1790000000.0,1.13,0.34,81.61,5330000.0,4.51,1.71,4780000.0,N/A
271,N/A,N/A,ivz,N/A,N/A,N/A,N/A,N/A,13.77,7.81,1.58,0.92,23.64,24.98,3.11,12.43,14.90,10620000000.0,22190000000.0,7.97,N/A,3.22,7.92,6890000000.0,2310000000.0,1930000000.0,1390000000.0,2.99,79.80,8.20,1930000000.0,4.18,2300000000.0,7.67,24.90,1080000000.0,4700000000.0,1.18,1.42,88.42,7560000.0,1.32,2.01,6060000.0,N/A
272,N/A,N/A,jbl,N/A,N/A,N/A,N/A,N/A,145.25,11.39,0.30,3.80,2.62,3.91,4.71,36.40,211.59,8880000000.0,11180000000.0,8.55,N/A,0.36,5.18,30740000000.0,2360000000.0,2109999999.9999998,807000000.0,5.42,46.40,10.60,1090000000.0,7.62,3400000000.0,1.01,16.29,1550000000.0,425490000.0,1.40,6.36,88.76,1580000.0,0.97,1.55,1590000.0,N/A
273,N/A,N/A,jci,N/A,N/A,N/A,N/A,N/A,50.76,30.65,1.99,2.73,6.48,13.93,5.04,9.61,33.98,47140000000.0,53990000000.0,20.58,1.44,2.23,14.40,24190000000.0,8060000000.000001,4230000000.0000005,1570000000.0,2.19,15.50,9.80,1210000000.0,1.72,9380000000.0,1.04,24.54,2400000000.0,2760000000.0,1.17,0.18,96.60,4250000.0,0.96,0.61,5500000.0,N/A
274,N/A,N/A,jcp,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
275,N/A,N/A,jdsu,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
276,N/A,N/A,jec,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
277,N/A,N/A,jnj,N/A,N/A,N/A,N/A,N/A,46.95,22.76,5.07,6.31,22.26,26.92,8.84,30.41,35.63,467390000000.0,469530000000.0,16.95,2.92,5.01,15.47,93780000000.0,64019999999.99999,32640000000.0,20880000000.0,7.81,172.50,10.40,31610000000.0,12.02,34750000000.0,1.35,28.16,23410000000.0,18820000000.0,0.71,0.09,70.29,15560000.0,1.88,0.59,15360000.0,N/A
278,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,43.52,49.59,2.64,2.82,5.34,9.28,3.01,5.70,14.60,12160000000.0,12750000000.0,19.01,1.59,2.69,21.31,4740000000.0,2740000000.0,676700000.0,252700000.0,0.76,331.50,6.30,1250000000.0,3.88,1880000000.0,1.58,13.42,689700000.0,476310000.0,0.88,1.34,95.80,13140000.0,3.77,5.61,13130000.0,N/A
279,N/A,N/A,josb,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
280,N/A,N/A,joy,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
281,N/A,N/A,jpm,N/A,N/A,N/A,N/A,N/A,N/A,9.19,3.51,1.61,36.92,45.83,1.36,16.86,43.32,416880000000.0,N/A,12.61,N/A,N/A,N/A,130900000000.0,130900000000.0,N/A,46500000000.0,15.36,14.30,2.20,479.68,479.68,623730000000.0,N/A,88.07,78080000000.0,N/A,1.11,0.92,71.82,14980000.0,0.82,0.51,16760000.000000002,N/A
282,N/A,N/A,jwn,N/A,N/A,N/A,N/A,N/A,800.52,25.75,0.31,7.77,1.20,3.33,3.34,40.18,93.01,4520000000.0,8840000000.0,11.19,2.05,0.60,6.89,14790000000.0,5450000000.0,1110000000.0,178000000.0,1.10,506.10,23.10,322000000.0,2.02,4650000000.0,0.96,3.64,705000000.0,394120000.0,2.35,29.41,58.65,28840000.0,2.72,22.67,24610000.0,N/A
283,N/A,N/A,k,N/A,N/A,N/A,N/A,N/A,183.80,14.75,1.55,5.83,10.49,14.26,6.99,38.08,41.55,21670000000.0,29120000000.0,15.53,2.55,2.05,10.96,14180000000.0,4600000000.0,2490000000.0,1490000000.0,4.33,111.20,1.30,300000000.0,0.88,7750000000.0,0.64,10.90,1700000000.0,1020000000.0,0.57,7.13,85.80,17570000.0,6.15,6.39,17060000.0,N/A
284,N/A,N/A,key,N/A,N/A,N/A,N/A,N/A,N/A,9.02,3.21,1.40,34.17,43.12,1.47,14.76,8.11,21740000000.0,N/A,10.98,N/A,N/A,N/A,7680000000.0,7680000000.0,N/A,2510000000.0,2.63,8.10,6.70,3590000000.0,3.87,14320000000.0,N/A,16.71,1150000000.0,N/A,1.36,0.36,85.37,15050000.0,1.57,1.84,14120000.0,N/A
285,N/A,N/A,kim,N/A,N/A,N/A,N/A,N/A,75.29,15.85,9.50,1.58,61.86,33.09,1.88,10.75,2.69,15670000000.0,21730000000.0,46.95,43.48,15.93,16.16,1360000000.0,946670000.0,858540000.0,815600000.0,1.60,59.40,57.60,334660000.0,0.54,7620000000.0,2.45,16.05,618880000.0,626310000.0,1.48,2.11,95.43,17460000.0,2.35,3.46,18500000.0,N/A
286,N/A,N/A,klac,N/A,N/A,N/A,N/A,N/A,87.46,19.78,7.24,14.31,36.57,38.88,18.46,85.36,53.51,57920000000.0,58650000000.0,16.45,1.54,7.18,16.58,8170000000.0,4150000000.0000005,3510000000.0,2990000000.0,19.41,56.90,42.50,2810000000.0,18.65,3540000000.0,2.41,26.84,2790000000.0,1880000000.0,1.26,0.16,90.51,1480000.0,0.97,1.12,2260000.0,N/A
287,N/A,N/A,kmb,N/A,N/A,N/A,N/A,N/A,237.86,23.19,2.16,81.32,9.33,14.62,10.05,229.64,57.63,41800000000.0,50230000000.0,20.66,15.55,2.58,15.47,19440000000.0,6140000000.0,3590000000.0,1810000000.0,5.35,33.80,2.70,270000000.0,0.8,9120000000.0,0.82,1.53,2730000000.0,1320000000.0,0.52,0.16,76.01,8740000.0,4.61,2.60,8600000.0,N/A
288,N/A,N/A,kmi,N/A,N/A,N/A,N/A,N/A,105.43,24.22,2.58,1.39,10.74,27.33,3.99,5.74,7.33,42830000000.0,74790000000.0,16.58,4.96,4.50,11.20,16610000000.0,7750000000.0,6630000000.0,1770000000.0,0.78,4.90,42.10,1250000000.0,0.55,33650000000.0,0.66,13.59,5710000000.0,1250000000.0,0.92,12.52,60.05,32530000.0,1.63,1.67,32790000.0,N/A
289,N/A,N/A,kmx,N/A,N/A,N/A,N/A,N/A,366.51,14.30,0.59,3.28,3.92,5.30,4.36,26.01,188.21,16790000000.0,35300000000.0,14.12,0.70,1.20,16.38,30630000000.0,2940000000.0,1880000000.0,1200000000.0,7.26,14.50,61.80,62600000.0,0.39,18730000000.0,2.89,31.57,2280000000.0,771840000.0,1.49,0.31,97.87,10980000.0,7.73,7.62,9450000.0,N/A
290,N/A,N/A,ko,N/A,N/A,N/A,N/A,N/A,177.98,27.63,6.98,11.72,25.28,29.29,7.79,42.49,8.96,269459999999.99997,299600000000.0,25.19,2.75,7.75,19.36,38660000000.0,23300000000.0,12770000000.0,9770000000.0,2.25,65.80,9.90,12630000000.0,2.91,44250000000.0,1.13,5.32,12630000000.0,8300000000.000001,0.66,0.67,70.43,25130000.0,1.2,0.58,31950000.0,N/A
291,N/A,N/A,kr,N/A,N/A,N/A,N/A,N/A,216.78,25.99,0.31,4.34,1.20,2.64,4.66,17.56,185.33,40940000000.0,58480000000.0,14.37,4.58,0.42,9.66,137890000000.0,30350000000.0,6470000000.0,1660000000.0,2.17,N/A,7.50,1820000000.0,2.51,20440000000.0,0.75,12.99,6190000000.0,4730000000.0,0.43,0.68,82.46,25660000.0,2.51,3.58,34200000.0,N/A
292,N/A,N/A,krft,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
293,N/A,N/A,kss,N/A,N/A,N/A,N/A,N/A,145.57,9.82,0.47,1.71,4.83,8.65,6.91,19.03,133.10,7980000000.0,13180000000.0,8.68,5.75,0.68,5.69,19430000000.0,2520000000.0,2520000000.0,938000000.0,6.32,12.80,5.80,1590000000.0,12.34,6780000000.0,1.53,35.58,2270000000.0,1570000000.0,1.94,1.25,103.22,14760000.0,4.85,11.61,14390000.0,N/A
294,N/A,N/A,ksu,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
295,N/A,N/A,l,N/A,N/A,N/A,N/A,N/A,49.24,10.81,1.24,0.91,10.77,17.78,2.01,8.88,56.44,16290000000.0,24750000000.0,N/A,N/A,1.80,N/A,14660000000.0,5540000000.0,3120000000.0,1580000000.0,6.07,13.60,0.40,5490000000.0,22.11,9440000000.0,0.49,71.84,2620000000.0,1950000000.0,0.88,16.86,62.05,1450000.0,1.8,0.70,1470000.0,N/A
296,N/A,N/A,leg,N/A,N/A,N/A,N/A,N/A,138.77,12.69,1.01,3.03,7.93,10.97,6.88,26.20,37.22,4990000000.0,6920000000.0,N/A,N/A,1.36,8.80,5070000000.0,1040000000.0,740300000.0,402400000.0,2.94,2.30,12.80,361700000.0,2.7,2290000000.0,1.55,12.35,271300000.0,96670000.0,1.45,1.37,75.54,8530000.0,7.29,7.16,8490000.0,N/A
297,N/A,N/A,len,N/A,N/A,N/A,N/A,N/A,22.25,6.72,0.93,1.22,14.04,21.07,11.67,19.81,92.49,24730000000.0,28000000000.0,5.09,0.83,1.00,5.23,28010000000.0,7330000000.0,5990000000.0,3880000000.0,12.81,49.70,16.50,1370000000.0,4.65,4640000000.0,16.99,70.35,N/A,N/A,1.56,2.39,96.15,7760000.0,3.15,3.47,8840000.0,N/A
298,N/A,N/A,lh,N/A,N/A,N/A,N/A,N/A,61.61,11.35,1.67,2.52,14.75,21.64,10.78,24.09,166.71,25850000000.0,30720000000.0,14.37,2.07,1.91,7.52,16120000000.000002,5620000000.0,4050000000.0,2380000000.0,24.39,41.10,9.70,1480000000.0,15.88,6340000000.0,1.91,110.35,3110000000.0,2440000000.0,1.06,0.65,93.04,1520000.0,1.51,1.83,1480000.0,N/A
299,N/A,N/A,life,N/A,N/A,N/A,N/A,N/A,1.26,N/A,N/A,1.46,0.00,0.00,27.56,48.04,N/A,159550000.0,53010000.0,N/A,N/A,N/A,1.62,N/A,23260000.0,33540000.0,33770000.0,1.77,N/A,N/A,107910000.0,3.88,1380000.0,18.89,3.93,33080000.0,20320000.0,1.50,3.14,79.44,5.19,5.19,2.88,N/A,N/A
300,N/A,N/A,lll,N/A,N/A,N/A,N/A,N/A,2.53,N/A,0.78,0.42,39.20,47.93,9.85,15.60,5.51,14980000.0,2040000.0,N/A,N/A,0.11,0.25,19100000.0,2520000.0,8130000.000000001,7490000.0,2.1620,N/A,182.00,14100000.0,3.44,1160000.0,1.98,11.18,5580000.0,2810000.0,1.15,43.62,4.85,0.58,0.58,0.57,N/A,N/A
301,N/A,N/A,lltc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
302,N/A,N/A,lly,N/A,N/A,N/A,N/A,N/A,192.38,47.12,9.28,30.59,19.71,28.88,10.71,74.52,31.22,274649999999.99997,287620000000.0,33.90,1.84,10.16,35.76,28320000000.0,21350000000.0,9730000000.0,5580000000.0,6.12,18.50,7.50,3910000000.0,4.34,17610000000.0,1.23,9.94,7260000000.0,5140000000.0,0.41,0.16,84.15,6590000.0,2.26,0.83,5360000.0,N/A
303,N/A,N/A,lm,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
304,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,119.56,19.21,1.81,10.63,9.42,11.67,9.62,74.31,242.56,116520000000.0,124590000000.0,17.18,4.29,1.86,13.14,67040000000.00001,9100000000.0,9010000000.0,6310000000.0,22.76,14.30,4.10,3600000000.0,13.23,13100000000.0,1.42,40.44,9220000000.0,4840000000.0,0.79,0.06,76.21,5150000.0,1.58,2.27,2910000.0,N/A
305,N/A,N/A,lnc,N/A,N/A,N/A,N/A,N/A,38.39,9.17,0.67,0.58,7.31,10.45,0.33,6.54,102.64,11750000000.0,15760000000.0,6.55,N/A,0.82,N/A,19230000000.0,5300000000.0,2049999999.9999998,1400000000.0,7.43,53.80,11.30,7090000000.0,41.13,7780000000.0,2.78,114.41,151000000.0,2800000000.0,2.00,9.41,79.47,4490000.0,2.34,2.97,7460000.0,N/A
306,N/A,N/A,lo,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
307,N/A,N/A,low,N/A,N/A,N/A,N/A,N/A,N/A,18.24,1.59,N/A,8.77,12.73,16.76,N/A,138.29,145260000000.0,173240000000.0,16.45,1.37,1.80,12.39,96250000000.0,32060000000.000004,14140000000.0,8410000000.0,12.04,23.40,5.10,1470000000.0,2.22,29400000000.0,1.02,7.19,10110000000.0,6980000000.0,1.32,0.05,77.52,8670000.0,2.11,1.29,7810000.0,N/A
308,N/A,N/A,lrcx,N/A,N/A,N/A,N/A,N/A,77.12,17.75,4.93,12.26,27.78,31.60,20.36,76.64,116.43,79370000000.0,79030000000.0,14.62,1.07,4.78,13.91,16520000000.0,6810000000.0,5540000000.0,4590000000.0,32.08,37.50,22.30,5330000000.0,38.2,4990000000.0,3.13,46.17,4500000000.0,2980000000.0,1.26,0.22,85.37,1770000.0,1.3,1.27,1850000.0,N/A
309,N/A,N/A,lsi,N/A,N/A,N/A,N/A,N/A,77.62,44.95,14.96,3.53,31.39,42.89,3.77,8.38,10.13,11930000000.0,14540000000.0,N/A,N/A,19.41,29.91,794260000.0,547870000.0,485250000.0,249320000.0,3.17,78.30,33.00,171860000.0,2.06,2800000000.0,1.77,40.51,433900000.0,330840000.0,0.50,0.73,97.77,2.07,2.07,1.54,1180000.0,N/A
310,N/A,N/A,ltd,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
311,N/A,N/A,luk,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
312,N/A,N/A,luv,N/A,N/A,N/A,N/A,N/A,117.97,28.16,1.75,2.58,6.19,7.42,2.06,10.13,26.67,26850000000.0,23630000000.0,49.26,1.66,1.50,7.80,15790000000.0,2170000000.0,112000000.0,977000000.0,1.61,N/A,150.90,15500000000.0,26.17,12280000000.0,1.97,17.59,2320000000.0,616750000.0,1.01,0.32,78.16,18380000.0,1.98,3.50,18060000.0,N/A
313,N/A,N/A,lyb,N/A,N/A,N/A,N/A,N/A,115.80,6.25,0.76,2.90,12.15,16.01,12.81,55.90,138.24,34400000000.0,46520000000.0,7.01,N/A,1.01,5.35,46170000000.0,8780000000.0,8610000000.0,5600000000.0,16.75,15.10,61.60,1490000000.0,4.54,13880000000.0,1.69,35.98,7700000000.0,4110000000.0000005,1.38,21.67,70.74,4540000.0,1.88,2.09,4690000.0,N/A
314,N/A,N/A,m,N/A,N/A,N/A,N/A,N/A,188.51,5.85,0.33,2.15,5.65,9.23,8.27,46.32,82.44,7780000000.0,12890000000.0,6.41,0.91,0.51,4.34,25290000000.0,10340000000.0,2970000000.0,1430000000.0,4.55,364.40,26.90,1710000000.0,5.86,6830000000.0,1.25,12.39,2710000000.0,1520000000.0,1.96,0.25,86.85,29250000.0,1.76,13.62,30180000.0,N/A
315,N/A,N/A,ma,N/A,N/A,N/A,N/A,N/A,197.96,41.96,19.31,49.13,46.00,54.37,18.01,124.73,19.11,359270000000.0,365280000000.0,35.59,1.68,19.34,31.86,18880000000.0,18880000000.0,10990000000.0,8690000000.0,8.76,33.30,26.60,7890000000.0,8.08,14670000000.0,1.29,7.46,9460000000.0,8460000000.000001,1.09,10.86,77.72,5310000.0,1.16,0.62,5950000.0,N/A
316,N/A,N/A,mac,N/A,N/A,N/A,N/A,N/A,148.86,230.71,3.77,1.14,1.64,16.81,1.04,0.58,4.38,3460000000.0,7960000000.0,N/A,N/A,9.39,14.74,867960000.0,487080000.0,468400000.0,13410000.0,0.07,N/A,24.50,112450000.0,0.52,4730000000.0,0.29,14.19,286370000.0,288730000.0,1.88,3.98,89.66,26780000.0,9.35,13.90,27350000.0,N/A
317,N/A,N/A,mar,N/A,N/A,N/A,N/A,N/A,805.23,53.39,4.24,41.27,32.18,50.13,4.26,119.20,10.44,58360000000.0,68200000000.0,32.05,1.16,4.92,35.99,3420000000.0,2650000000.0,2020000000.0,1100000000.0,3.34,N/A,111.00,1390000000.0,4.27,11390000000.0,0.57,4.33,1180000000.0,1840000000.0,1.69,18.67,61.23,6100000.0,1.99,2.12,4590000.0,N/A
318,N/A,N/A,mas,N/A,N/A,N/A,N/A,N/A,062.82,33.89,1.65,N/A,4.90,12.18,11.23,191.58,33.63,12990000000.0,15230000000.0,13.23,1.47,1.82,13.63,8380000000.000001,2860000000.0,1170000000.0,406000000.0,1.62,32.30,8.70,926000000.0,3.86,3170000000.0,1.76,0.74,930000000.0,213750000.0,1.38,0.35,97.74,5350000.0,2.22,2.55,4170000.0,N/A
319,N/A,N/A,mat,N/A,N/A,N/A,N/A,N/A,186.66,9.27,1.54,5.27,16.55,13.71,7.84,82.88,15.59,8260000000.0,10390000000.0,16.23,1.23,1.90,11.43,5460000000.0,2630000000.0,932700000.0,902990000.0,2.53,75.00,10.40,731360000.0,2.08,2930000000.0,1.80,4.47,485460000.0,243050000.0,1.47,0.56,99.70,24780000.0,7.56,9.78,22740000.0,N/A
320,N/A,N/A,mcd,N/A,N/A,N/A,N/A,N/A,N/A,24.72,8.03,N/A,32.49,42.52,11.59,N/A,31.12,184540000000.0,229180000000.0,24.45,3.14,9.87,18.81,23220000000.0,12580000000.0,11740000000.0,7550000000.0,10.04,19.00,13.10,4710000000.0,6.33,49350000000.0,1.78,6.18,9140000000.0,5830000000.0,0.61,0.05,69.64,6030000.0,1.39,0.81,5240000.0,N/A
